,Judul,Nama Penulis,Pembimbing I,Pembimbing II,Abstrak
257,Pengembangan Media Pembelajaran Fisika Berbasis Virtual Reality Pada Pokok Bahasan Usaha dan Energi,Mohamad Ridwan Ghozali,"Sigit Dwi Saputro, S.Pd., M.Pd.","Muchamad Arif, S.Pd., M.Pd.","Matakuliah Fisika Kejuruan merupakan matakuliah wajib diikuti oleh seluruh mahasiswa Pendidikan Informatika semester II. Usaha dan dan energi merupakan pelajaran yang abstrak karena harus diberikan gambaran umum mengenai bentuk-bentuk dari usaha dan energi, jika hanya diberi teori saja akan membuat berimajinasi secara bebas. Berdasarkan permasalahan tersebut, peneliti memiliki inovasi yaitu mengembangkan media pembelajaran Fisika berbasis Virtual Reality pada pokok bahasan usaha dan energi. Media pembelajaran ini dapat meningkatkan daya tarik belajar mahasiswa. Dalam penilitian ini menggunakan model ADDIE yang terdiri dari lima tahapan yaitu: analisi (Analyze), desain (Desaign), pengembangan (Development), implementasi (Implementation), dan evaluasi (Evaluation). Instrumen pengambilan data penelitian ini menggunakan angket. Angket yang digunakan yaitu: angket ahli media, angket ahli materi, dan angket pengguna/responden. Penelitian ini diuji cobakan kepada ahli dan mahasiswa semester II Pendidikan Informatika sebagai pengguna/responden. Hasil dari penelitian yang dilakukan mendapatkan persentase sebesar 91% dari ahli media pembelajaran termasuk sangat valid, 89% dari ahli materi termasuk sangat valid, 83% dari uji coba perorangan termasuk cukup valid, 83% dari uji coba kelompok kecil termasuk cukup valid, dan 85% dari uji coba kelompok besar termasuk cukup valid. Berdasarkan hasil penelitian tersebut, pengembangan media pembelajaran Fisika berbasis Virtual Reality dinyatakan layak digunakan sebagai media  pembelajaran  Fisika pokok bahasan usaha dan energi.

"
258,"PENGARUH MODEL PEMBELAJARAN ARIAS (ASSURANCE, RELEVANCE, INTEREST, ASSESSMENT, SATISFACTION) TERHADAP HASIL 
BELAJAR DAN MOTIVASI BELAJAR KELAS X PADA MATA 
PELAJARAN SIMDIG",Ana fadzila putri,"Ariesta Kartika Sari, S. Si., M. Pd.","Wanda ramansyah, S. Pd., M. Pd.","Penelitian ini bertujuan untuk mengetahui pengaruh model pembelajaran ARIAS (Assurance, Relevance, Interest, Assessmen, Satisfaction) terhadap hasil belajar dan motivasi belajar siswa serta keterlaksanaan pembelajaran model pembelajaran ARIAS pada materi pembuatan dokumen praproduksi video di kelas X SMK Agung Mulia. Penelitian ini merupakan penelitian kuantitatif yang menggunakan Quasi Eksperimental Design  dengan desain penelitian Nonequivalent Control Group Design. Sampel yang digunakan adalah sampel jenuh yaitu kelas X SMK Agung Mulia sebanyak 25 siswa. Berdasarkan uji statistik hasil belajar siswa pada penelitian ini, diperoleh   , maka Ho ditolak dan Ha diterima artinya ada pengaruh yang signifikan pada penggunaan model pembelajaran ARIAS terhadap hasil belajar siswa pada materi pembuatan dokumen praproduksi video. Sedangkan berdasarkan uji statistik angket motivasi belajar siswa diperoleh , maka Ho ditolak dan Ha diterima yang artinya ada pengaruh yang signifikan pada penggunaan model pembelajaran ARIAS terhadap motivasi belajar siswa pada materi pembuatan dokumen praproduksi video. Pada penelitian ini juga terdapat hasil observasi aktivitas guru yang mendapatkan rata-rata 86% pada kedua pertemuan dengan kategori sangat baik dan hasil observasi aktivitas siswa yang mendapatkan rata-rata 87,5% pada kedua pertemuan dengan kategori sangat baik.
Kata Kunci: ARIAS, Hasil Belajar, Motivasi Belajar, Dokumen Pra Produksi Video."
259,PENGARUH MODEL PEMBELAJARAN ACCELERATED LEARNING DENGAN PENDEKATAN SAVI PADA MATERI KARAKTERISTIK MEMORI TERHADAP HASIL BELAJAR KELAS X SMK AL-KHOIRIYAH,YULIS ROKHMAWATI,"Sigit Dwi Saputro, S.Pd., M.Pd","Muchamad Arif, S.Pd., M.Pd","ABSTRAK

Penelitian ini diambil karena adanya hasil belajar siswa 76% masih dibawah KKM sehingga penelitian ini bertujuan untuk: 1) mengetahui pengaruh model pembelajaran Accelerated Learning dengan pendekatan SAVI pada materi karakteristik memori terhadap hasil belajar, 2) mengetahui keterlaksanaan model pembelajaran Accelerated Learning dengan pendekatan SAVI pada materi karakteristik memori terhadap hasil belajar, 3) mengetahui respon siswa terhadap model pembelajaran Accelerated Learning dengan pendekatan SAVI pada materi karakteristik memori terhadap hasil belajar. Jenis penelitian ini merupakan penelitian kuantitatif yang menggunakan Quasi Experimental Design dengan desain penelitian Nonequivalent Control Group Design. Populasi dan sampel pada penelitian ini menggunakan teknik Nonprobabillity Sampling dengan jenis sampel jenuh yaitu kelas X TKJ SMK Al-Khoiriyah sebanyak 51 siswa. Instrumen yang digunakan adalah tes hasil belajar pretest-posttest, lembar aktivitas guru dan siswa, serta angket respon siswa. Hasil dari penelitian ini: 1) berdasarkan hasil uji signifikan (uji-t) diperoleh nilai thitung sebesar 3,1415 > ttabel sebesar 2,0639, sehingga dapat disimpulkan bahwa model pembelajaran Accelerated Learning berpengaruh terhadap hasil belajar siswa pada materi karakteristik memori, 2) hasil observasi aktivitas guru sebesar 89,47% dengan kategori sangat baik, aktivitas siswa sebesar 80,77% dengan kategori sangat baik, 3) angket respon siswa diperoleh hasil 81,18% dengan kategori sangat baik.

Kata kunci: model pembelajaran Accelerated Learning, pendekatan SAVI, hasil belajar

"
260,PENGEMBANGAN INSTRUMEN PENILAIAN BERBASIS  HOTS (HIGH ORDER THINKING SKILL) MATA PELAJARAN SISTEM KOMPUTER KELAS X SMK NEGERI 2 BANGKALAN,Ni'mah Nadliroh,"Sigit Dwi Saputro, S.Pd., M.Pd","Muhamad Afif Effindi, S.Kom., M.T","Penelitian ini bertujuan untuk menghasilkan instrumen penilaian berbasis HOTS (High Order Thinking Skill) berbentuk uraian yang layak berdasarkan kriteria kualitas instrumen penilaian, diantaranya yaitu validitas, reliabilitas, taraf kesukaran, dan daya pembeda serta memenuhi validasi dari segi konten, kontsruk, dan bahasa. Penelitian ini menggunakan jenis penelitian pengembangan dengan model penelitian formative research yang terdiri dari tahap preliminary, self evaluation, prototyping, dan field test. Instrumen dalam penelitian ini berupa angket validasi expert review, angket respon siswa, dan tes. Hasil analisis data dari tahap prototyping bagian expert review dan one-to-one memperoleh soal HOTS dengan kategori “sangat valid”, namun dilakukan perubahan berdasarkan saran dan komentar dari keduanya dan menghasilkan prototype 2. Pada tahap uji coba one-to-one dilakukan revisi kembali pada penggunaan bahasa sehingga menghasilkan prototype 3. Kemudian berdasarkan hasil dari tahap field test, prototype 3 diujikan dan dianalisis validitas menghasilkan 3 soal tidak valid dan 7 soal valid dan memiliki nilai reliabilitas 0.83 dengan interpretasi sangat tinggi. Pada analaisis taraf kesukaran menghasilkan 6 soal sedang dan 4 soal mudah, sedangkan pada analisis daya pembeda menghasilkan 5 soal baik dan 5 soal kurang baik.

Kata kunci: instrumen penilaian, high order thinking skill, formative research
"
261,PENGEMBANGAN MEDIA PEMBELAJARAN VISUAL 3D MENGGUNAKAN AUGMENTED REALITY PADA MATERI TOPOLOGI JARINGAN KELAS X TKJ SMK,Fiki Nurwanto,"Wanda Ramansyah, S.Pd., M.Pd","Medika Risnasari, S.ST., M.T.","Penelitian pengembangan ini sebagai penunjang kurangnya alat praktek siswa dalam proses pembelajaran yang bertujuan untuk mengembangkan dan memvalidasi produk pengembangan media pembelajaran Visual 3D pada materi topologi jaringan di sekolah menengah kejuruan pada kelas X Teknik Komputer dan Jaringan untuk menambah wawasan siswa dalam belajar materi topologi jaringan. Penelitian pengembangan ini berpedoman pada model pengembangan ADDIE. Kelayakan dari media ditinjau dari dua ahli yaitu ahli materi dan ahli media. Uji coba penelitian ini terdapat tiga tahapan yaitu uji coba perorangan siswa (3 orang), uji coba kelompok kecil siswa (8 orang), uji coba kelompok besar  siswa (20 orang). Metode yang digunakan untuk mengumpulkan data yaitu dengan menggunakan soal angket. Hasil analisis yang dilakukan menunjukkan bahwa kualitas media yang di hasilkan adalah sebagai berikut: dari uji kelayakan siswa ini mempunyai tiga aspek yakni aspek efektifitas, efisiensi, dan daya tarik. Hasil yang diperoleh dari menurut para ahli media media memperoleh prosentase 83%, sedangkan menurut ahli materi memperoleh prosentase 90%, dan hasil uji coba perorangan memperoleh 88%, dan hasil uji coba kelompok kecil memperoleh 90%, dan hasil uji coba kelompok besar memperoleh 85%, dengan demikian dapat disimpulkan bahwa media pembelajaran Visual 3D dapat digunakan untuk menambah wawasan siswa dalam belajar materi topologi jaringan.
Kata kunci : Media Pembelajaran, Visual 3D, Topologi Jaringan."
262,PENGEMBANGAN MEDIA PEMBELAJARAN GAME PUZZLE BERBASIS ANDROID PADA MATERI TIPE DATA DAN VARIABEL UNTUK SISWA SMK,rizqi mei anggraeni,"Wanda Ramansyah. S.Pd., M.Pd.","Muhamad Afif Effindi. S.Kom., M.T.","Penelitian ini bertujuan untuk mengembangkan media pembelajaran game puzzle berbasis android yang menyenangkan dan membantu mengatasi masalah siswa dalam proses pembelajaran  kelas X TKJ SMK Nurul Amanah. Penelitian pengembangan ini menggunakan model ADDIE yang terdiri dari 5 tahap yaitu (1) analysis (2) design (3) development (4) implementation dan (5) evaluation. Subjek penelitian ini meliputi subjek uji coba perorangan terdiri dari 3 siswa, subjek uji coba kelompok kecil terdiri dari  8 siswa, dan subjek uji coba kelompok besar terdiri dari 24 siswa. Instrumen yang digunakan dalam pengambilan data yaitu angket validasi untuk ahli materi dan ahli media serta angket uji coba untuk siswa. Pengujian penelitian ini menggunakan tiga aspek yaitu aspek efektivitas, efisiensi dan daya tarik. Hasil penelitian yang dilakukan mendapatkan penilaian dari ahli materi sebesar 81,54%, penilaian dari ahli media sebesar 86,36%, penilaian dari uji coba perorangan sebesar 83,33%, penilaian dari uji coba kelompok kecil sebesar 85,21%, dan penilaian dari uji coba kelompok besar sebesar 83,61%. Berdasarkan penilaian tersebut pengembangan media pembelajaran game puzzle berbasis android pada materi tipe data dan variabel untuk siswa SMK dinyatakan layak digunakan sebagai media pembelajaran pada materi tipe data dan variabel.
Kata kunci: pembelajaran, media pembelajaran, game puzzle, tipe data dan variabel"
263,Pengaruh Model Pembelajaran Berbasis Masalah dengan Pendekatan VCT (value clarification technique) terhadap Hasil Belajar Siswa pada Mata Pelajaran Sistem Komputer Kelas X RPL di SMKN 1 Kamal,Rahma Triatama M,"Puji Rahayu Ningsih., S.Pd.,M.Pd.","Muchamad Arif.,S.Pd.,M.Pd","Tujuan dilakukannya penelitian ini adalah: 1) mengetahui pengaruh model pembelajaran berbasis masalah dengan pendekatan vct (value clarification technique) terhadap hasil belajar siswa pada mata pelajaran sistem komputer kelas X RPL; 2) mengetahui keterlaksanaan pembelajaran menggunakan model pembelajaran berbasis masalah dengan pendekatan vct (value clarification technique) terhadap hasil belajar siswa pada mata pelajaran sistem komputer kelas X RPL; dan 3) mengetahui respon siswa terhadap pembelajaran menggunakan model pembelajaran berbasis masalah dengan pendekatan vct (value clarification technique) pada mata pelajaran sistem komputer. Penelitian ini merupakan penelitian kuantitatif yang menggunakan Quasi Experimental Design dengan desain penelitian Nonequivalent Control Group Design. Pengambilan sampel pada penelitian ini menggunakan teknik nonprobability sampling dengan jenis sampel jenuh yaitupada kelas X RPL yang berjumlah dari 54 siswa. Instrumen yang digunakan adalah tes hasil belajar pretest-posttest, lembar observasi aktivitas guru dan siswa, serta angket respon siswa. Berdasarkan hasil uji signifikan (uji-t) diperoleh nilai thitung sebesar 3,645 > ttabel sebesar 2,064. Sehingga dapat disimpulkan bahwa adanya pengaruh pembelajaran berbasis masalah dengan pendekatan VCT (value clarification technique) terhadap hasil belajar sistem komputer siswa kelas X SMK Negeri 1 kamal. Hal ini diperkuat dengan hasil observasi aktivitas guru diperoleh hasil 92% dengan kategori “sangat baik”, aktivitas siswa sebesar 79,6% dengan kategori baik, dan angket respon diperoleh hasil 91,9% dengan kategori sangat baik. 
 
 
Kata kunci: model pembelajaran berbasis masalah, pendekatan VCT (Value Clarification Technique), hasil belajar"
264,ANALISIS PEMECAHAN MASALAH BERDASARKAN LANGKAH-LANGKAH POLYA DITINJAU DARI GAYA KOGNITIF SISWA KELAS X TKJ PADA MATA PELAJARAN PEMROGRAMAN DASAR,Rafaurrafik,"Puji Rahayu Ningsih, S.Pd., M.Pd.","Muchamad Arif, S.Pd., M.Pd","Abstrak
Penelitian ini bertujuan untuk menganalisis kemampuan siswa dalam menyelesaikan pemecahan masalah berdasarkan langkah Polya yang ditinjau dari gaya kognitif reflektif-impulsif pada siswa kelas X TKJ SMK Agung Mulia. Jenis penelitian ini adalah deskriptif kualitatif dengan menggunakan teknik purposive sampling sebagai pengambilan sampel. Analisis data terdiri dari Reduksi data, Penyajian Data, dan penarikan kesimpulan. Sedangkan untuk prosedur penelitian terdiri dari tiga tahap yaitu tahap pesiapan, tahap pelaksanaan, dan tahap akhir. Teknik pengumpulan data menggunakan tes gaya kognitif MFFT (Matching Familiar Figures Test), tes pemecahan masalah dan wawancara. Sehingga diperoleh 4 sampel penelitian yang terdiri dari 2 siswa reflektif dan 2 siswa impulsif. Hasil penelitian menunjukkan bahwa: 1) siswa dengan gaya kognitif reflektif mampu mencapai seluruh indikator pemecahan masalah berdasarkan Polya yaitu memahami masalah, membuat rancangan penyelesaian masalah, melaksanakan rencana penyelesaian, dan memeriksa kembali. 2) siswa dengan gaya kognitif impulsif cenderung mampu mencapai 3 indikator pemecahan masalah berdasarkan Polya yaitu memahami masalah, membuat rancangan penyelesaian masalah, dan memeriksa kembali.

Kata Kunci: Gaya Kognitif, Impulsif, Reflektif, Pemecahan Masalah. 
"
265,Pengaruh Model Pembelajaran Kooperatif Tipe Team Assisted Individualization (TAI) Terhadap Minat Belajar Siswa Mata Pelajaran Komputer dan Jaringan Dasar Kelas X TKJ,Juhariyanto,"Ariesta Kartika Sari, S. Si., M. Pd","Muchamad Arif, S. Pd., M. Pd","Penelitian ini bertujuan untuk mengetahui keterlaksanaan dan pengaruh model pembelajaran kooperatif tipe Team Assisted Individualization (TAI) terhadap minat belajar materi pengalamatan IP pada jaringan komputer. Penelitian dilakukan di SMK Negeri 1 Arosbaya dengan sampel yang digunakan yaitu sampel jenuh, karena semua anggota populasi dijadikan sampel yaitu kelas X TKJ 1 sebagai kelas kontrol dan kelas X TKJ 2 sebagai kelas eksperimen. Hasil dari observasi aktivitas guru pada kelas eksperimen memperoleh presentase keseluruhan 93,05. Artinya pelaksanaan pembelajaran pada kelas eksperimen terlaksana dengan kategori sangat baik. Hasil dari observasi aktivitas siswa pada kelas eksperimen memperoleh presentase keseluruhan 89. Artinya aktivitas siswa dalam penerapan model pembelajaran kooperatif tipe Team Assisted Individualization (TAI) pada kelas eksperimen menunjukkan kategori sangat aktif. Hasil dari analisis data didapatkan rata-rata angket minat belajar kelas eksperimen 81,37 dan kelas kontrol 80,86. Uji hipotesis minat belajar menggunakan uji statistik. Dari hasil penelitian menggunakan uji-t diperoleh thitung sebesar 7,929 dan ttabel sebesar 2,04840, sehingga thitung lebih besar dari ttabel dan menyatakan Ho ditolak dan Ha diterima. Kesimpulan dari penelitian ini adalah terdapat pengaruh yang signifikan dalam model pembelajaran kooperatif tipe Team Assisted Individualization (TAI) terhadap minat belajar materi pengalamatan IP pada jaringan komputer kelas X di SMK Negeri 1 Arosbaya."
266,Pengembangan Media Pembelajaran Multimedia Interaktif Pada Materi Struktur Kontrol Percabangan Untuk Kelas X TKJ Di SMKN 1 Arosbaya Menggunakan Unity,Ahmad Zamroni,"Sigit Dwi Saputro, S. Pd., M. Pd.","Muchamad Arif, S. Pd., M. Pd.","Penelitian ini membuat produk berupa media pembelajaran multimedia interaktif yang di terapkan di SMKN 1 Arosbaya pada materi struktur kontrol percabangan. Media yang tersedia disana berupa buku paket, komputer di laboratorium, dan LCD proyektor. Namun pada proses pembelajaran guru menggunakan buku paket dengan metode ceramah  jarang menggunakan media elektronik terkecuali ketika mengerjakan tugas atau praktik di hari-hari tertentu menggunakan komputer di laboratorium. Maka dari itu diperlukan suatu inovasi dalam mengembangkan media pembelajaran. Inovasi yang dilakukan dalam penelitian ini yaitu mengembangkan media pembelajaran multimedia interaktif menggunakan Unity Yang dapat berjalan di PC/laptop dan Smartphone Android. penelitian ini menggunakan model ADDIE (Analisys, Design, Development, Implementation and Evaluations). Instrumen yang digunakan yaitu instrumen angket yang terdapat angket uji ahli materi, angket uji ahli media, dan angket uji coba siswa dilapangan yang terdiri dari uji coba perorangan, kelompok kecil, dan kelompok besar. Hasil yang diperoleh dari ahli isi atau materi yaitu 97,91% termasuk kategori sangat baik, dari ahli media yaitu 89,58% termasuk kategori sangat baik. Hasil dari uji coba sasaran yaitu uji coba perorangan memperoleh  93,75% termasuk kategori sangat baik, uji coba kelompok kecil 94,67% termasuk kategori sangat baik, dan uji coba kelompok besar 93,52% termasuk kategori sangat baik. Dengan demikian dapat disimpulkan bahwa media pembelajaran multimedia interaktif  dapat digunakan untuk meningkatkan daya tarik siswa dan kualitas pembelajaran."
267,Sistem Infomasi Alumni SMK Agung Mulia,Abd Rohman,"Medika Risnasari, S.Si., M.T","Puji Rahayu NIngsih, S.pd., M.pd","Data alumni yang belum terstruktur dengan baik menyebabkan pihak sekolah kesulitan dalam mengolah data. Selain itu pengolahan data alumni yang masih menggunakan sistem manual akan memerlukan banyak waktu dan tempat penyiapan data tersebut, salain itu tidak adanya wadah untuk memberikan informasi seperti informasi lowongan pekerjaan atau ingin mengadakan pertemuan alumni. Maka dari itu penelitian ini bertujuan untuk membuat produk sistem informasi alumni SMK agung mulia supaya biasa berguna dalam memberikan Informasi kepada alumni dan pendataan alumni secara efektif dan efisien. Penelitian pengembangan ini berpedoman pada model pengembangan Waterfall yang terdiri dari 5 tahapan yaitu komunikasi, perencanaan, pemodelan, konstruksi, dan penyerahan produk kepelanggan. Kelayakan system informasi alumni ini terdiri dari dua aspek yaitu aspek functionality dan aspek usability. Uji coba dalam penelitian ini ada 2 tahapan yaitu uji ahli sistem Infomasi, uji pengguna yang terdiri dari 1 guru tata usaha, dan 20 alumni SMK agung mulia. Metode yang digunakan untuk mengumpulkan data yaitu menggunakan angket. Hasil analisis menunjukkan bahwa kualitas sistem informasi yang dihasilkan adalah sebagai berikut: dari uji kelayakan aspek usability yang di ujikan kepada pengguna sudah mencapai tujuan efektif, efisien, dan kepuasan pengguna. Dengan bukti hasil angket yang diberikan mencapai rata-rata prosentase 88%. Dengan demikian dapat disimpulkan bahwa sistem informasi alumni SMK agung mulia sudah sangat layak digunakan diSMK agung mulia."
